DEP;DEPNOMBRE;MUN;MUNNOMBRE;ZONA;PUESTO;PUESNOMBRE;MESA;CORCODIGO;CORNOMBRE;MESAFUERATERMINOS;OBSERVACIONNOVEDADMESA;FECHALLEGADA;SUFRAGANTES;ESTADOSOBRE;TOTALVOTOSURNA;TOTALVOTOSINCINERADOS;CANTIDADFIRMAS;SUFRAGANTESSEGUNE11;TACHADURASBORRONES;OBSERVACIONTACHADURASBORRONES;RECUENTOJURADOS;RECUENTOJURADOSSOLICITADOPOR;RECUENTOSOLICITADOREPRESENTACIONPARTIDO;OBSERVACIONRECONTADA;RECONTADAAUXILIAR;RECONTADAZONAL;RECONTADAMUNICIPAL;RECONTADAGENERAL;RECONTADANACIONAL;EXCLUIDA;MODIFICADA;APELADA
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;002;01;PRESIDENTE;NO;;;216;BUEN ESTADO;216;0;6;216;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;003;01;PRESIDENTE;NO;;;233;BUEN ESTADO;233;0;6;233;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;004;01;PRESIDENTE;NO;;;250;BUEN ESTADO;251;1;6;250;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;005;01;PRESIDENTE;NO;;;233;BUEN ESTADO;233;0;6;233;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;006;01;PRESIDENTE;NO;;;204;BUEN ESTADO;204;0;6;204;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;007;01;PRESIDENTE;NO;;;152;BUEN ESTADO;152;0;6;152;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;008;01;PRESIDENTE;NO;;;145;BUEN ESTADO;145;0;6;145;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;009;01;PRESIDENTE;NO;;;169;BUEN ESTADO;169;0;6;169;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;010;01;PRESIDENTE;NO;;;149;BUEN ESTADO;149;0;6;149;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;011;01;PRESIDENTE;NO;;;162;BUEN ESTADO;162;0;6;162;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;012;01;PRESIDENTE;NO;;;199;BUEN ESTADO;199;0;6;199;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;013;01;PRESIDENTE;NO;;;186;BUEN ESTADO;186;0;6;186;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;014;01;PRESIDENTE;NO;;;162;BUEN ESTADO;162;0;6;162;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;015;01;PRESIDENTE;NO;;;157;BUEN ESTADO;157;0;6;157;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;05;IEDLICEODELNORTESEDE2MIXTANo3;016;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;6;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;06;IEDSANFERNANDOSEDE01;001;01;PRESIDENTE;NO;;;258;BUEN ESTADO;257;1;6;258;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;06;IEDSANFERNANDOSEDE01;002;01;PRESIDENTE;NO;;;175;BUEN ESTADO;175;0;6;175;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;06;IEDSANFERNANDOSEDE01;003;01;PRESIDENTE;NO;;;157;BUEN ESTADO;157;0;6;157;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;06;IEDSANFERNANDOSEDE01;004;01;PRESIDENTE;NO;;;59;BUEN ESTADO;59;0;6;59;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;07;IEDOLIVOSSEDE01;001;01;PRESIDENTE;NO;;;285;BUEN ESTADO;284;0;6;285;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;07;IEDOLIVOSSEDE01;002;01;PRESIDENTE;NO;;;199;BUEN ESTADO;199;0;6;199;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;07;IEDOLIVOSSEDE01;003;01;PRESIDENTE;NO;;;7;BUEN ESTADO;7;0;5;7;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;08;IEDOLIVOSSEDE02JUANXXIII;001;01;PRESIDENTE;NO;;;278;BUEN ESTADO;278;0;6;278;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;08;IEDOLIVOSSEDE02JUANXXIII;002;01;PRESIDENTE;NO;;;163;BUEN ESTADO;163;0;5;163;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;07;08;IEDOLIVOSSEDE02JUANXXIII;003;01;PRESIDENTE;NO;;;129;BUEN ESTADO;129;0;5;129;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;07;09;IED20DEJULIO;001;01;PRESIDENTE;NO;;;192;BUEN ESTADO;192;0;6;192;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;001;01;PRESIDENTE;NO;;;141;BUEN ESTADO;141;0;6;141;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;002;01;PRESIDENTE;NO;;;194;BUEN ESTADO;194;0;6;194;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;003;01;PRESIDENTE;NO;;;214;BUEN ESTADO;214;0;6;214;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;004;01;PRESIDENTE;NO;;;219;BUEN ESTADO;219;0;6;219;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;005;01;PRESIDENTE;NO;;;233;BUEN ESTADO;233;0;6;233;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;006;01;PRESIDENTE;NO;;;214;BUEN ESTADO;215;0;6;215;NO;;SI;TESTIGO;0000;ALMOMENTO DE DILIGENCIAR EL E-14 HACIENDO LA ANOTACION TOTAL DE VOTANTES DEL E-11 DABA UN TOTAL DE 214 PERO AL SUMAR EN EL E-14 SABA UNTOTALDE 215 VOTANTES SE HIZO EL RECUENTO DE VOTOS Y LA CANTIDAD DE VOTANTES NO ERA 214 SINO 215 DELANTE DEL OTRO TESTIGO PARA CORRUBORAR EL TOTAL DE LOS VOTOS Y DIO 215;SI;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;007;01;PRESIDENTE;NO;;;190;BUEN ESTADO;190;0;6;190;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;008;01;PRESIDENTE;NO;;;168;BUEN ESTADO;168;0;6;168;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;009;01;PRESIDENTE;NO;;;149;BUEN ESTADO;149;0;6;149;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;010;01;PRESIDENTE;NO;;;192;BUEN ESTADO;192;0;6;192;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;011;01;PRESIDENTE;NO;;;217;BUEN ESTADO;217;0;6;217;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;012;01;PRESIDENTE;NO;;;214;BUEN ESTADO;214;0;6;214;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;013;01;PRESIDENTE;NO;;;197;BUEN ESTADO;197;0;6;197;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;014;01;PRESIDENTE;NO;;;225;BUEN ESTADO;225;0;6;225;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;015;01;PRESIDENTE;NO;;;209;BUEN ESTADO;209;0;6;209;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;016;01;PRESIDENTE;NO;;;182;BUEN ESTADO;182;0;6;182;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;017;01;PRESIDENTE;NO;;;139;BUEN ESTADO;139;0;6;139;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;018;01;PRESIDENTE;NO;;;153;BUEN ESTADO;153;0;6;153;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;019;01;PRESIDENTE;NO;;;152;BUEN ESTADO;152;0;6;152;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;020;01;PRESIDENTE;NO;;;164;BUEN ESTADO;164;0;6;164;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;021;01;PRESIDENTE;NO;;;163;BUEN ESTADO;163;0;6;163;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;022;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;023;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;024;01;PRESIDENTE;NO;;;151;BUEN ESTADO;151;0;6;151;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;025;01;PRESIDENTE;NO;;;127;BUEN ESTADO;127;0;6;127;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;01;I.E.D.JOSELABORDEGNECCO;026;01;PRESIDENTE;NO;;;44;BUEN ESTADO;44;0;6;44;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;001;01;PRESIDENTE;NO;;;212;BUEN ESTADO;212;0;4;212;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;002;01;PRESIDENTE;NO;;;208;BUEN ESTADO;208;0;6;208;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;003;01;PRESIDENTE;NO;;;244;BUEN ESTADO;244;0;6;244;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;004;01;PRESIDENTE;NO;;;200;BUEN ESTADO;200;0;5;200;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;005;01;PRESIDENTE;NO;;;195;BUEN ESTADO;195;0;6;195;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;006;01;PRESIDENTE;NO;;;196;BUEN ESTADO;196;0;6;196;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;007;01;PRESIDENTE;NO;;;216;BUEN ESTADO;216;0;5;216;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;008;01;PRESIDENTE;NO;;;228;BUEN ESTADO;228;0;5;228;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;009;01;PRESIDENTE;NO;;;225;BUEN ESTADO;225;0;6;225;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;010;01;PRESIDENTE;NO;;;206;BUEN ESTADO;206;0;5;206;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;011;01;PRESIDENTE;NO;;;191;BUEN ESTADO;191;0;6;191;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;012;01;PRESIDENTE;NO;;;206;BUEN ESTADO;206;0;5;206;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;013;01;PRESIDENTE;NO;;;214;BUEN ESTADO;214;0;5;214;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;014;01;PRESIDENTE;NO;;;196;BUEN ESTADO;196;0;6;196;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;015;01;PRESIDENTE;NO;;;218;BUEN ESTADO;218;0;5;218;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;016;01;PRESIDENTE;NO;;;211;BUEN ESTADO;211;0;5;211;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;017;01;PRESIDENTE;NO;;;172;BUEN ESTADO;172;0;6;172;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;018;01;PRESIDENTE;NO;;;127;BUEN ESTADO;127;0;6;127;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;019;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;5;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;020;01;PRESIDENTE;NO;;;161;BUEN ESTADO;161;0;5;161;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;021;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;022;01;PRESIDENTE;NO;;;165;BUEN ESTADO;165;0;5;165;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;023;01;PRESIDENTE;NO;;;137;BUEN ESTADO;137;0;5;137;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;024;01;PRESIDENTE;NO;;;141;BUEN ESTADO;141;0;5;141;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;025;01;PRESIDENTE;NO;;;138;BUEN ESTADO;138;0;5;138;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;02;I.E.DCAMILOTORRESDEGAIRA;026;01;PRESIDENTE;NO;;;57;BUEN ESTADO;57;0;5;57;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;001;01;PRESIDENTE;NO;;;205;BUEN ESTADO;205;0;6;205;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;002;01;PRESIDENTE;NO;;;229;BUEN ESTADO;229;0;6;229;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;003;01;PRESIDENTE;NO;;;218;BUEN ESTADO;218;0;6;218;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;004;01;PRESIDENTE;NO;;;201;BUEN ESTADO;201;0;6;201;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;005;01;PRESIDENTE;NO;;;213;BUEN ESTADO;213;0;6;213;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;006;01;PRESIDENTE;NO;;;217;BUEN ESTADO;217;0;6;217;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;007;01;PRESIDENTE;NO;;;222;BUEN ESTADO;222;0;6;222;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;008;01;PRESIDENTE;NO;;;217;BUEN ESTADO;217;0;6;217;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;009;01;PRESIDENTE;NO;;;132;BUEN ESTADO;132;0;6;132;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;010;01;PRESIDENTE;NO;;;138;BUEN ESTADO;138;0;6;138;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;011;01;PRESIDENTE;NO;;;181;BUEN ESTADO;181;0;6;181;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;012;01;PRESIDENTE;NO;;;187;BUEN ESTADO;187;0;6;187;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;013;01;PRESIDENTE;NO;;;153;BUEN ESTADO;153;0;6;153;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;014;01;PRESIDENTE;NO;;;157;BUEN ESTADO;157;0;6;157;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;015;01;PRESIDENTE;NO;;;184;BUEN ESTADO;184;0;6;184;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;016;01;PRESIDENTE;NO;;;165;BUEN ESTADO;165;0;6;165;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;017;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;03;IEDCAMILOTORRESDEGAIRASDISABELP.F;018;01;PRESIDENTE;NO;;;69;BUEN ESTADO;69;0;5;69;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;001;01;PRESIDENTE;NO;;;192;BUEN ESTADO;191;0;6;192;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;002;01;PRESIDENTE;NO;;;203;BUEN ESTADO;203;0;6;203;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;003;01;PRESIDENTE;NO;;;194;BUEN ESTADO;194;0;6;194;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;004;01;PRESIDENTE;NO;;;195;BUEN ESTADO;195;0;6;195;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;005;01;PRESIDENTE;NO;;;167;BUEN ESTADO;167;0;6;167;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;006;01;PRESIDENTE;NO;;;197;BUEN ESTADO;197;0;5;197;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;007;01;PRESIDENTE;NO;;;203;BUEN ESTADO;203;0;6;203;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;008;01;PRESIDENTE;NO;;;201;BUEN ESTADO;201;0;6;201;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;009;01;PRESIDENTE;NO;;;204;BUEN ESTADO;204;0;6;204;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;010;01;PRESIDENTE;NO;;;197;BUEN ESTADO;197;0;6;197;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;011;01;PRESIDENTE;NO;;;200;BUEN ESTADO;200;0;6;200;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;012;01;PRESIDENTE;NO;;;181;BUEN ESTADO;181;0;6;181;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;013;01;PRESIDENTE;NO;;;210;BUEN ESTADO;210;0;6;210;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;001;SANTA MARTA;08;04;I.E.D.LAPAZ,MEGACOL.LAPAZ;014;01;PRESIDENTE;NO;;;173;BUEN ESTADO;173;0;6;173;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
