DEP;DEPNOMBRE;MUN;MUNNOMBRE;ZONA;PUESTO;PUESNOMBRE;MESA;CORCODIGO;CORNOMBRE;MESAFUERATERMINOS;OBSERVACIONNOVEDADMESA;FECHALLEGADA;SUFRAGANTES;ESTADOSOBRE;TOTALVOTOSURNA;TOTALVOTOSINCINERADOS;CANTIDADFIRMAS;SUFRAGANTESSEGUNE11;TACHADURASBORRONES;OBSERVACIONTACHADURASBORRONES;RECUENTOJURADOS;RECUENTOJURADOSSOLICITADOPOR;RECUENTOSOLICITADOREPRESENTACIONPARTIDO;OBSERVACIONRECONTADA;RECONTADAAUXILIAR;RECONTADAZONAL;RECONTADAMUNICIPAL;RECONTADAGENERAL;RECONTADANACIONAL;EXCLUIDA;MODIFICADA;APELADA
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;008;01;PRESIDENTE;NO;;;130;BUEN ESTADO;130;0;6;130;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;009;01;PRESIDENTE;NO;;;87;BUEN ESTADO;87;0;6;87;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;010;01;PRESIDENTE;NO;;;74;BUEN ESTADO;74;0;6;74;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;011;01;PRESIDENTE;NO;;;83;BUEN ESTADO;83;0;5;83;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;012;01;PRESIDENTE;NO;;;105;BUEN ESTADO;105;0;6;105;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;013;01;PRESIDENTE;NO;;;109;BUEN ESTADO;109;0;6;109;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;014;01;PRESIDENTE;NO;;;112;BUEN ESTADO;112;0;6;112;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;015;01;PRESIDENTE;NO;;;77;BUEN ESTADO;77;0;5;77;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;00;00;PUESTOCABECERAMUNICIPAL;016;01;PRESIDENTE;NO;;;98;BUEN ESTADO;98;0;6;98;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;05;CANDELARIA;001;01;PRESIDENTE;NO;;;133;BUEN ESTADO;133;0;6;133;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;05;CANDELARIA;002;01;PRESIDENTE;NO;;;145;BUEN ESTADO;145;0;6;145;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;05;CANDELARIA;003;01;PRESIDENTE;NO;;;127;BUEN ESTADO;127;0;6;127;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;05;CANDELARIA;004;01;PRESIDENTE;NO;;;41;BUEN ESTADO;41;0;6;41;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;09;CONCEPCION(COCOSOLO);001;01;PRESIDENTE;NO;;;180;BUEN ESTADO;180;0;6;180;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;09;CONCEPCION(COCOSOLO);002;01;PRESIDENTE;NO;;;146;BUEN ESTADO;146;0;6;146;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;09;CONCEPCION(COCOSOLO);003;01;PRESIDENTE;NO;;;105;BUEN ESTADO;105;0;6;105;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;21;PUERTONIÑO;001;01;PRESIDENTE;NO;;;122;BUEN ESTADO;122;0;6;122;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;21;PUERTONIÑO;002;01;PRESIDENTE;NO;;;117;BUEN ESTADO;117;0;5;117;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;21;PUERTONIÑO;003;01;PRESIDENTE;NO;;;28;BUEN ESTADO;28;0;6;28;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;30;JESUSDELMONTE;001;01;PRESIDENTE;NO;;;134;BUEN ESTADO;134;0;6;134;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;013;CERRO DE SAN ANTONIO;99;30;JESUSDELMONTE;002;01;PRESIDENTE;NO;;;47;BUEN ESTADO;47;0;6;47;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;001;01;PRESIDENTE;NO;;;172;BUEN ESTADO;172;0;6;172;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;002;01;PRESIDENTE;NO;;;177;BUEN ESTADO;177;0;5;177;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;003;01;PRESIDENTE;NO;;;248;BUEN ESTADO;248;0;6;248;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;004;01;PRESIDENTE;NO;;;230;BUEN ESTADO;230;0;6;230;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;005;01;PRESIDENTE;NO;;;205;BUEN ESTADO;204;1;6;205;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;006;01;PRESIDENTE;NO;;;160;BUEN ESTADO;160;0;6;160;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;007;01;PRESIDENTE;NO;;;163;BUEN ESTADO;163;0;6;163;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;008;01;PRESIDENTE;NO;;;173;BUEN ESTADO;173;0;6;173;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;009;01;PRESIDENTE;NO;;;149;BUEN ESTADO;149;0;6;149;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;010;01;PRESIDENTE;NO;;;184;BUEN ESTADO;184;0;6;184;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;011;01;PRESIDENTE;NO;;;212;BUEN ESTADO;212;0;6;212;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;012;01;PRESIDENTE;NO;;;215;BUEN ESTADO;215;0;6;215;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;013;01;PRESIDENTE;NO;;;186;BUEN ESTADO;186;0;6;186;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;014;01;PRESIDENTE;NO;;;166;BUEN ESTADO;166;0;6;166;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;015;01;PRESIDENTE;NO;;;153;BUEN ESTADO;153;0;5;153;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;016;01;PRESIDENTE;NO;;;193;BUEN ESTADO;193;0;6;193;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;017;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;6;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;018;01;PRESIDENTE;NO;;;121;BUEN ESTADO;121;0;6;121;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;019;01;PRESIDENTE;NO;;;112;BUEN ESTADO;112;0;6;112;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;020;01;PRESIDENTE;NO;;;125;BUEN ESTADO;125;0;6;125;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;021;01;PRESIDENTE;NO;;;143;BUEN ESTADO;143;0;6;143;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;022;01;PRESIDENTE;NO;;;131;BUEN ESTADO;131;0;6;131;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;023;01;PRESIDENTE;NO;;;120;BUEN ESTADO;120;0;6;120;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;024;01;PRESIDENTE;NO;;;123;BUEN ESTADO;123;0;6;123;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;025;01;PRESIDENTE;NO;;;107;BUEN ESTADO;107;0;6;107;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;026;01;PRESIDENTE;NO;;;130;BUEN ESTADO;130;0;6;130;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;027;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;028;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;6;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;029;01;PRESIDENTE;NO;;;132;BUEN ESTADO;132;0;6;132;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;030;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;6;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;031;01;PRESIDENTE;NO;;;124;BUEN ESTADO;124;0;6;124;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;032;01;PRESIDENTE;NO;;;118;BUEN ESTADO;118;0;6;118;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;033;01;PRESIDENTE;NO;;;108;BUEN ESTADO;108;0;6;108;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;034;01;PRESIDENTE;NO;;;149;BUEN ESTADO;149;0;6;149;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;035;01;PRESIDENTE;NO;;;118;BUEN ESTADO;118;0;6;118;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;00;00;PUESTOCABECERAMUNICIPAL;036;01;PRESIDENTE;NO;;;80;BUEN ESTADO;80;0;6;80;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;99;10;ELPLAN;001;01;PRESIDENTE;NO;;;132;BUEN ESTADO;132;0;6;132;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;99;30;LAPOLA;001;01;PRESIDENTE;NO;;;167;BUEN ESTADO;167;0;6;167;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;99;45;LACHINA;001;01;PRESIDENTE;NO;;;181;BUEN ESTADO;181;0;6;181;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;99;45;LACHINA;002;01;PRESIDENTE;NO;;;175;BUEN ESTADO;175;0;6;175;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;99;45;LACHINA;003;01;PRESIDENTE;NO;;;152;BUEN ESTADO;152;0;6;152;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;99;45;LACHINA;004;01;PRESIDENTE;NO;;;51;BUEN ESTADO;51;0;6;51;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;99;50;LAESTRELLA;001;01;PRESIDENTE;NO;;;150;BUEN ESTADO;150;0;6;150;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;99;50;LAESTRELLA;002;01;PRESIDENTE;NO;;;166;BUEN ESTADO;166;0;6;166;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;99;50;LAESTRELLA;003;01;PRESIDENTE;NO;;;126;BUEN ESTADO;126;0;6;126;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;015;CHIVOLO;99;50;LAESTRELLA;004;01;PRESIDENTE;NO;;;90;BUEN ESTADO;90;0;6;90;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;015;CHIVOLO;99;69;PUEBLONUEVO;001;01;PRESIDENTE;NO;;;84;BUEN ESTADO;84;0;5;84;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;001;01;PRESIDENTE;NO;;;63;BUEN ESTADO;63;0;6;63;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;002;01;PRESIDENTE;NO;;;167;BUEN ESTADO;167;0;6;167;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;003;01;PRESIDENTE;NO;;;207;BUEN ESTADO;207;0;6;207;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;004;01;PRESIDENTE;NO;;;221;BUEN ESTADO;224;3;6;221;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;005;01;PRESIDENTE;NO;;;220;BUEN ESTADO;220;0;6;220;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;006;01;PRESIDENTE;NO;;;213;BUEN ESTADO;213;0;6;213;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;007;01;PRESIDENTE;NO;;;205;BUEN ESTADO;205;0;6;205;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;008;01;PRESIDENTE;NO;;;214;BUEN ESTADO;214;0;6;214;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;009;01;PRESIDENTE;NO;;;210;BUEN ESTADO;210;0;6;210;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;010;01;PRESIDENTE;NO;;;180;BUEN ESTADO;180;0;6;180;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;011;01;PRESIDENTE;NO;;;233;BUEN ESTADO;233;0;6;233;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;012;01;PRESIDENTE;NO;;;232;BUEN ESTADO;232;0;6;232;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;013;01;PRESIDENTE;NO;;;226;BUEN ESTADO;226;0;6;226;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;014;01;PRESIDENTE;NO;;;174;BUEN ESTADO;174;0;6;174;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;015;01;PRESIDENTE;NO;;;128;BUEN ESTADO;128;0;6;128;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;016;01;PRESIDENTE;NO;;;155;BUEN ESTADO;155;0;6;155;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;017;01;PRESIDENTE;NO;;;145;BUEN ESTADO;145;0;6;145;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;018;01;PRESIDENTE;NO;;;159;BUEN ESTADO;159;0;6;159;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;019;01;PRESIDENTE;NO;;;131;BUEN ESTADO;131;0;6;131;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;020;01;PRESIDENTE;NO;;;139;BUEN ESTADO;139;0;6;139;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;021;01;PRESIDENTE;NO;;;158;BUEN ESTADO;158;0;6;158;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;022;01;PRESIDENTE;NO;;;161;BUEN ESTADO;161;0;6;161;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;023;01;PRESIDENTE;NO;;;169;BUEN ESTADO;169;0;6;169;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;01;I.E.ISAACJ.PEREIRA;024;01;PRESIDENTE;NO;;;79;BUEN ESTADO;79;0;6;79;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;001;01;PRESIDENTE;NO;;;360;BUEN ESTADO;246;0;6;360;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;002;01;PRESIDENTE;NO;;;215;BUEN ESTADO;215;0;6;215;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;003;01;PRESIDENTE;NO;;;149;BUEN ESTADO;149;0;6;149;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;004;01;PRESIDENTE;NO;;;201;BUEN ESTADO;201;0;6;201;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;005;01;PRESIDENTE;NO;;;142;BUEN ESTADO;142;0;6;142;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;006;01;PRESIDENTE;NO;;;80;BUEN ESTADO;80;0;6;80;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;007;01;PRESIDENTE;NO;;;178;BUEN ESTADO;178;0;6;178;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;008;01;PRESIDENTE;NO;;;203;BUEN ESTADO;203;0;6;203;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;009;01;PRESIDENTE;NO;;;215;BUEN ESTADO;215;0;6;215;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;010;01;PRESIDENTE;NO;;;229;BUEN ESTADO;229;0;6;229;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;011;01;PRESIDENTE;NO;;;217;BUEN ESTADO;217;0;6;217;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;012;01;PRESIDENTE;NO;;;220;BUEN ESTADO;221;1;6;220;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;013;01;PRESIDENTE;NO;;;360;BUEN ESTADO;187;0;6;360;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;014;01;PRESIDENTE;NO;;;158;BUEN ESTADO;158;0;6;158;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;015;01;PRESIDENTE;NO;;;193;BUEN ESTADO;193;0;6;193;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;016;01;PRESIDENTE;NO;;;159;BUEN ESTADO;159;0;6;159;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;02;INFOTEP;017;01;PRESIDENTE;NO;;;121;BUEN ESTADO;121;0;6;121;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;001;01;PRESIDENTE;NO;;;259;BUEN ESTADO;259;0;6;259;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;002;01;PRESIDENTE;NO;;;153;BUEN ESTADO;153;0;6;153;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;003;01;PRESIDENTE;NO;;;172;BUEN ESTADO;171;0;6;172;SI;LOS JURADOS DEJAN CONSTANCIA DE QUE UN VOTANTE DEPOSITO SU VOTO EN LA MESA DE AL LADO;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;004;01;PRESIDENTE;NO;;;216;BUEN ESTADO;217;1;6;216;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;005;01;PRESIDENTE;NO;;;245;BUEN ESTADO;245;0;6;245;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;006;01;PRESIDENTE;NO;;;152;BUEN ESTADO;152;0;6;152;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;007;01;PRESIDENTE;NO;;;157;BUEN ESTADO;157;0;6;157;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;008;01;PRESIDENTE;NO;;;178;BUEN ESTADO;178;0;6;178;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;009;01;PRESIDENTE;NO;;;159;BUEN ESTADO;159;0;6;159;NO;;NO;;;;NO;NO;NO;NO;NO;NO;NO;NO;
21;MAGDALENA;016;CIENAGA;01;03;COLVIRGINIAGOMEZSDCUATRO;010;01;PRESIDENTE;NO;;;172;BUEN ESTADO;172;0;6;172;NO;;NO;;;;NO;NO;NO;NO;NO;NO;SI;NO;
